568705.0,"22226 Brookpine, Mission Viejo CA 92692",2016-12-20T07:16:04.778800+00:00,
413165.0,"124 Vignolia Court, Roseville CA 95747",2016-10-11T20:35:19.951835+00:00,2016-11-07T00:00:00+00:00
584083.0,"13909 Via Del Jamul Dr, Jamul CA 91935",2017-08-08T03:23:04.349419+00:00,
258680.0,"13209 N Mayfair Ln, Spokane WA 99208",2017-05-25T19:06:01.525985+00:00,
170180.0,"205 Cottontail Ln, Elkin NC 28621",2017-03-02T19:40:13.319275+00:00,
262453.0,"6320-6330 Meadow Glen Pl, Rancho Cucamonga CA 91737",2016-12-04T21:22:00.129733+00:00,
504193.0,"10190 Brixton Pl, Suwanee GA 30024",2017-08-18T02:10:04.921255+00:00,2017-09-18T00:00:00+00:00
196334.0,"2805 Crested Butte Trail, Plainfield IL 60586",2017-04-09T23:39:04.896337+00:00,
275236.0,"1952 S St SE, Washington DC 20020",2017-09-23T23:30:28.455400+00:00,2017-11-15T00:00:00+00:00
895659.0,"7310 Emlen St, Philadelphia PA 19119",2017-08-13T03:43:39.946567+00:00,
698075.0,"3326-3398 Ulloa St, SF CA 94116",2017-04-23T14:49:28.882115+00:00,
122875.0,"2765 Mt Rose Ave, East York PA 17402",2017-06-15T07:25:51.653853+00:00,
708761.0,"601-605 Burnham Rd, Philadelphia PA 19119",2017-09-30T22:31:26.402416+00:00,
540799.0,"16725 Doves Canyon Ln, Charlotte NC 28278",2017-05-16T20:50:04.315709+00:00,
358519.0,"62-76 Horizon Ct, Saylorsburg PA 18353",2017-02-07T19:22:02.020539+00:00,
499041.0,"2704-2708 S Carolina St, Los Angeles CA 90731",2017-10-17T03:01:05.112623+00:00,
406106.0,"1195 Irene Pl NE, Bainbridge Island WA 98110",2016-11-20T01:11:14.183311+00:00,
75000.0,"1399 Grace Meadow Dr, Mooresville NC 28115",2017-11-27T20:08:50.059753+00:00,
152230.0,"298 Lansing Dr, Benson NC 27504",2017-07-27T09:09:53.319018+00:00,
264000.0,"18201-18237 42nd Ave S, SeaTac WA 98188",2017-06-22T03:46:26.196611+00:00,
340627.0,"1833 Duval St, San Diego CA 92102",2017-01-19T07:36:14.763325+00:00,
240000.0,"59-63 Shipley Ave, Daly City CA 94015",2017-11-20T07:11:00.179986+00:00,
225000.0,"1013 Treesdale Way, Joliet IL 60431",2017-12-13T07:48:15.177967+00:00,
120000.0,"678-702 Northport Ln, Oxnard CA 93035",2017-10-31T23:59:56.659793+00:00,
337813.0,"16981 Rail Way, Lathrop CA 95330",2017-07-06T16:32:56.755100+00:00,
577500.0,"2 Wilshire Ave, Daly City CA 94015",2017-08-08T18:22:24.814819+00:00,
617888.0,"1055-1099 Aster Ave, Sunnyvale CA 94086",2017-05-26T17:16:25.139213+00:00,
406214.0,"2901 Waverly Dr, Los Angeles CA 90039",2017-12-05T00:12:12.722417+00:00,
249000.0,"5501 Mapleridge Rd, Raleigh NC 27609",2017-03-04T18:36:32.016026+00:00,
445197.0,"1018 Santa Lucia Dr, Pittsburg CA 94565",2017-04-24T20:45:55.324931+00:00,
213969.0,"4398 Huron Ave, Culver City CA 90230",2017-01-11T21:23:31.798182+00:00,
361913.0,"17212 Hawksbead Dr, Parker CO 80134",2017-08-18T15:22:05.316722+00:00,
460000.0,"1177 E Mountain St, Pasadena CA 91104",2017-01-05T05:13:48.720708+00:00,
224000.0,"800 Babcock Rd, Hamilton Township NJ 08330",2017-07-23T18:41:32.560105+00:00,
355870.0,"8410 Palmaire Way, Orangevale CA 95662",2017-01-11T07:10:50.965283+00:00,
618982.0,"13571-13579 Essence Rd, San Diego CA 92128",2017-09-08T15:38:52.778671+00:00,
384805.0,"13909 Orangevale Ave, Corona CA 92880",2017-02-08T23:17:29.732336+00:00,
287472.0,"7498 NE 156th St, Kenmore WA 98028",2016-11-21T16:21:35.912108+00:00,2016-12-30T00:00:00+00:00
188500.0,"9119-9217 Angeline Rd E, Bonney Lake WA 98391",2017-08-31T21:38:07.973109+00:00,
158576.0,"159 Sedona Cir, Daytona Beach FL 32124",2017-07-27T20:18:50.289468+00:00,
254942.0,"3212-3214 W 157th St, Gardena CA 90249",2016-10-01T19:42:06.241149+00:00,2016-11-18T00:00:00+00:00
367830.0,"2707 Sutter St, SF CA 94115",2017-10-23T20:05:25.716769+00:00,
553000.0,"684 W Fauna Ave, Mountain House CA 95391",2017-09-06T23:14:22.801181+00:00,
240000.0,"1016 East Capitol St NE, Washington DC 20003",2017-06-28T16:41:03.125312+00:00,2017-08-15T00:00:00+00:00
77367.0,"749 E Becker Ln, Phoenix AZ 85020",2017-11-26T22:00:19.938419+00:00,
150739.0,"588 Grand Ave, Sacramento CA 95838",2017-07-26T16:21:34.355103+00:00,
580510.0,"116 Lois Ln, Palo Alto CA 94303",2017-08-30T16:17:16.947997+00:00,2017-11-17T00:00:00+00:00
587903.0,"3307-3309 Macomb St NW, Washington DC 20008",2017-12-11T20:04:53.595007+00:00,
417000.0,"925 California St, Oceanside CA 92054",2016-12-01T23:44:08.373128+00:00,2017-01-06T00:00:00+00:00
424000.0,"15811-15815 Chatsworth St, Los Angeles CA 91344",2017-02-28T00:29:23.426967+00:00,
206146.0,"1336-1340 E Belmont Ave, Phoenix AZ 85020",2017-08-16T18:03:54.316860+00:00,
259272.0,"343 Joaquin Ave, San Leandro CA 94577",2017-04-04T18:50:53.437868+00:00,2017-05-17T00:00:00+00:00
268323.0,"971-1013 Loma Linda Ave, El Sobrante CA 94803",2016-10-19T02:03:19.376087+00:00,2016-12-08T00:00:00+00:00
99801.0,"1602-1606 Presidio Dr, Clermont FL 34711",2017-11-05T17:10:57.866320+00:00,
272730.0,"101-109 Princeton Rd, Elizabeth NJ 07208",2017-01-02T19:42:28.146985+00:00,
538867.0,"1621-1627 Port Barmouth Pl, Newport Beach CA 92660",2017-05-31T22:23:34.928045+00:00,
302324.0,"29-35 Sinclair Dr, Wayne NJ 07470",2017-12-10T18:58:15.179888+00:00,
336562.0,"1457 Fairhills Dr, West Dundee IL 60118",2017-03-15T23:59:57.244005+00:00,
406740.0,"4300 Torrey Pines Dr, Chino Hills CA 91709",2017-05-02T22:53:54.031577+00:00,2017-06-09T00:00:00+00:00
946680.0,"126 Cooper Rd, Santa Barbara CA 93109",2017-01-18T00:25:25.922508+00:00,
182107.0,"2502 Mountain View Rd, El Monte CA 91733",2017-10-08T02:12:00.377705+00:00,
540060.0,"4101-4199 248th Ct SE, Issaquah WA 98029",2017-04-21T05:19:11.146155+00:00,
542896.0,"268 15th St SE, Washington DC 20003",2017-09-29T20:01:04.857424+00:00,
171054.0,"32886 Rd 222, North Fork CA 93643",2017-03-01T17:27:08.614499+00:00,
194694.0,"2295-2329 NE 11th Ave, Hillsboro OR 97124",2017-09-07T04:59:39.285389+00:00,
325328.0,"3059 Express Ct, Madera CA 93637",2017-08-02T18:37:27.520976+00:00,
135000.0,"118 Banchfield Gap Rd, Sylva NC 28779",2017-02-06T02:28:38.273196+00:00,
703701.0,"5623-5647 Bobby Dr, Livermore CA 94551",2017-01-04T01:25:06.009968+00:00,
277158.0,"197 Bonica Creek Dr, Garner NC 27529",2017-09-22T23:15:49.563712+00:00,
113614.0,"2062 Castlegate Terrace, Decatur GA 30032",2017-07-11T17:53:48.399921+00:00,
186876.0,"81560 Lost Valley Ln, Dexter OR 97431",2017-12-12T07:21:31.427715+00:00,
458818.0,"1243 Stirrup Way, Norco CA 92860",2017-09-14T02:29:05.335969+00:00,
625000.0,"544 W MacArthur Blvd, Oakland CA 94609",2016-08-18T17:51:11.794032+00:00,2017-02-15T00:00:00+00:00
559056.0,"4176 Lick Mill Blvd, Santa Clara CA 95054",2017-01-10T05:59:20.441892+00:00,
392601.0,"1071-1087 Madison Ave, Teaneck NJ 07666",2017-09-30T11:15:48.718915+00:00,
231417.0,"2500-2552 Brittania Pl, Eugene OR 97405",2017-06-08T18:54:29.320578+00:00,
424000.0,"75-95 Morris Ave, Long Branch NJ 07740",2017-01-03T14:50:06.560333+00:00,
426778.0,"1801 Anastasia Dr, Brentwood CA 94513",2017-04-06T02:53:27.851966+00:00,
291094.0,"213-221 164th Ave NE, Bellevue WA 98008",2016-10-19T18:46:15.960361+00:00,2016-11-21T00:00:00+00:00
405275.0,"410-416 N 110th St, Seattle WA 98133",2017-07-22T14:57:24.038592+00:00,
309354.0,"2501-2549 Palmetta Palm Ct, San Jose CA 95133",2017-06-10T04:08:03.726910+00:00,
230726.0,"14603-14609 La Fonda Dr, La Mirada CA 90638",2016-10-21T14:52:54.814853+00:00,2016-11-30T00:00:00+00:00
234870.0,"18550 NE 58th Ct, Redmond WA 98052",2017-01-04T23:47:58.506759+00:00,
304865.0,"2405 Drew Valley Rd NE, Atlanta GA 30319",2017-09-24T18:35:04.405787+00:00,
380000.0,"6529 36th St NE, Marysville WA 98270",2017-08-13T14:29:14.884181+00:00,
344800.0,"16047-16057 Whitestone Dr, Parker CO 80134",2017-06-23T03:56:08.710455+00:00,
205000.0,"18701-18715 Vicci St, Santa Clarita CA 91351",2016-11-08T19:05:46.016685+00:00,2017-01-10T00:00:00+00:00
203000.0,"2405-2499 E Maryland St, Bellingham WA 98226",2017-01-22T22:58:22.541749+00:00,
317911.0,"1643-1651 Montcliff Ct, Decatur GA 30033",2017-06-16T03:01:39.437016+00:00,
472000.0,"13301-13597 Juanita Dr NE, Kirkland WA 98034",2017-06-29T22:31:38.589075+00:00,
257875.0,"6628-6634 Fair Oaks Blvd, Carmichael CA 95608",2017-05-17T04:00:43.504103+00:00,2017-07-20T00:00:00+00:00
303611.0,"5116 Ipswich Ct, Newark CA 94560",2017-11-28T01:55:45.101262+00:00,
307389.0,"1601-1609 Cleveland St, Evanston IL 60202",2017-02-08T15:15:29.087671+00:00,
361631.0,"76100 Frank Sinatra Dr, Palm Desert CA 92211",2017-01-20T04:44:50.288436+00:00,
544248.0,"4200 Network Cir, Santa Clara CA 95054",2017-10-31T21:41:24.974639+00:00,
452266.0,"2503 Marengo Ave, Altadena CA 91001",2016-12-21T21:40:32.135260+00:00,
75000.0,"101-181 Noble Rd, Brownsville PA 15417",2017-11-06T16:50:54.008816+00:00,
416323.0,"1499 Hanline Way, La Habra CA 90631",2017-09-15T04:41:29.964976+00:00,2017-11-02T00:00:00+00:00
400000.0,"4799 Woodlawn Ct, Marietta GA 30068",2017-08-08T15:35:12.951185+00:00,
121500.0,"7946 SW 4th Pl, North Lauderdale FL 33068",2017-10-24T21:42:22.494319+00:00,
130000.0,"4001-4007 Hale St, Riverside CA 92501",2016-12-05T17:04:26.805639+00:00,
290500.0,"10708 Tovanella Way, Stockton CA 95209",2017-09-08T03:13:28.057159+00:00,2017-10-23T00:00:00+00:00
348000.0,"199 Oleander Ct, Vallejo CA 94591",2017-08-18T22:14:19.706095+00:00,2017-09-29T00:00:00+00:00
370488.0,"2 Banyan, Lake Forest CA 92610",2017-10-02T23:14:57.120492+00:00,
683353.0,"11 Via Regalo, San Clemente CA 92673",2017-06-10T23:12:34.869450+00:00,
480191.0,"7029-7099 Wineberry Way, Dublin CA 94568",2017-01-05T16:06:18.233468+00:00,
346500.0,"8 Redwood Ct, Swedesboro NJ 08085",2016-10-22T00:55:24.432383+00:00,2016-12-14T00:00:00+00:00
323340.0,"1627-1635 Sequoia Trail, Glenview IL 60025",2017-11-07T21:01:05.427711+00:00,
112813.0,"912 Hunting Horn Way W, Evans GA 30809",2017-07-28T15:44:15.720196+00:00,
333634.0,"300 Perth Ct, Roseville CA 95747",2017-10-11T05:39:24.853513+00:00,
361057.0,"11920-11922 Issaquah-Hobart Road Southeast, Issaquah WA 98027",2017-07-24T05:35:57.236593+00:00,2017-08-17T00:00:00+00:00
397892.0,"12213 211th St, Lakewood CA 90715",2017-08-03T18:37:47.936986+00:00,
621798.0,"4191-4199 Camino Tassajara, Blackhawk CA 94506",2016-11-22T04:03:42.299878+00:00,
366221.0,"711 N Andalusia Way, Tracy CA 95391",2017-02-10T08:16:10.881633+00:00,2017-03-02T00:00:00+00:00
361538.0,"9710 Regent St, Los Angeles CA 90034",2017-07-28T00:50:17.358783+00:00,
272262.0,"921-945 Kern St, Richmond CA 94805",2017-09-01T05:42:31.711290+00:00,
1000000.0,"56 Longmeadow Rd, Greenwich CT 06878",2017-08-14T00:03:43.888578+00:00,
115748.0,"11737-11851 SE Sunnyside Rd, Clackamas OR 97015",2017-09-25T06:57:44.602664+00:00,
92000.0,"450-470 Jarvis Dr, Morgan Hill CA 95037",2016-12-24T00:56:28.525691+00:00,
382340.0,"7284 Browns Valley Rd, Vacaville CA 95688",2016-10-13T00:18:59.468902+00:00,2016-12-20T00:00:00+00:00
680000.0,"300-398 Court St, Hoboken NJ 07030",2017-09-15T23:33:18.832757+00:00,
373161.0,"10131 Prairie Springs Rd, San Diego CA 92127",2016-03-15T05:19:27.939000+00:00,
380000.0,"42653-42669 Vineyard Pkwy, Murrieta CA 92562",2017-05-27T04:53:49.484506+00:00,2017-06-16T00:00:00+00:00
326786.0,"7875-7931 E Shaw Ave, Clovis CA 93619",2017-03-18T22:12:02.245348+00:00,
454541.0,"18039-18055 River Cir, Santa Clarita CA 91387",2016-12-17T22:56:16.686998+00:00,
